iter	Passed	Remaining
231	18376	298455
232	18455	298379
233	18532	298261
234	18604	298069
235	18696	298189
236	18769	298012
237	18849	297955
238	18924	297796
239	19001	297697
240	19099	297906
241	19185	297930
242	19257	297736
243	19336	297652
244	19416	297582
245	19496	297514
246	19582	297536
247	19675	297671
248	19746	297468
249	19822	297335
250	19908	297358
251	19989	297303
252	20070	297256
253	20168	297452
254	20271	297718
255	20371	297936
256	20445	297770
257	20553	298105
258	20642	298166
259	20728	298169
260	20802	298002
261	20884	297960
262	20976	298064
263	21066	298125
264	21142	297985
265	21221	297900
266	21302	297829
267	21407	298105
268	21492	298093
269	21573	298037
270	21624	297554
271	21702	297452
272	21782	297377
273	21856	297214
274	21935	297133
275	22018	297094
276	22101	297053
277	22176	296909
278	22255	296815
279	22335	296737
280	22433	296909
281	22530	297057
282	22631	297246
283	22704	297079
284	22794	297128
285	22878	297101
286	22966	297128
287	23066	297300
288	23171	297546
289	23290	297959
290	23368	297842
291	23444	297713
292	23531	297716
293	23620	297742
294	23735	298101
295	23841	298342
296	23916	298189
297	24022	298427
298	24127	298644
299	24204	298517
300	24277	298343
301	24355	298232
302	24439	298195
303	24517	298084
304	24619	298255
305	24691	298068
306	24761	297860
307	24841	297775
308	24961	298164
309	25038	298044
310	25111	297862
311	25187	297732
312	25262	297584
313	25349	297568
314	25427	297461
315	25510	297402
316	25580	297199
317	25652	297021
318	25736	296975
319	25822	296953
320	25859	296374
321	25942	296320
322	26050	296561
323	26142	296610
324	26243	296755
325	26325	296682
326	26408	296626
327	26487	296530
328	26571	296486
329	26638	296253
330	26716	296143
331	26793	296023
332	26876	295967
333	26957	295884
334	27043	295865
335	27113	295662
336	27220	295873
337	27313	295927
338	27418	296104
339	27529	296349
340	27613	296298
341	27693	296203
342	27771	296093
343	27852	296011
344	27946	296068
345	28016	295875
346	28094	295758
347	28140	295318
348	28178	294782
349	28258	294700
350	28349	294716
351	28443	294782
352	28518	294637
353	28612	294692
354	28705	294733
355	28776	294552
356	28852	294426
357	28930	294317
358	29013	294260
359	29105	294286
360	29173	294074
361	29244	293897
362	29344	294014
363	29432	294006
364	29513	293924
365	29614	294041
366	29695	293963
367	29821	294329
368	29910	294319
369	29992	294255
370	30047	293915
371	30121	293769
372	30201	293677
373	30281	293580
374	30355	293438
375	30426	293263
376	30504	293148
377	30587	293087
378	30682	293142
379	30766	293093
380	30840	292942
381	30909	292748
382	30983	292601
383	31066	292545
384	31138	292379
385	31216	292268
386	31287	292101
387	31357	291917
388	31408	291556
389	31480	291392
390	31594	291619
391	31674	291535
392	31753	291433
393	31872	291704
394	31951	291609
395	32012	291343
396	32081	291153
397	32154	291005
398	32237	290946
399	32316	290846
400	32392	290724
401	32474	290658
402	32553	290556
403	32643	290560
404	32726	290502
405	32797	290333
406	32876	290235
407	32985	290405
408	33084	290478
409	33157	290329
410	33238	290254
411	33317	290149
412	33392	290024
413	33471	289924
414	33553	289852
415	33618	289636
416	33705	289605
417	33771	289404
418	33851	289314
419	33932	289232
420	34015	289173
421	34105	289170
422	34208	289273
423	34300	289285
424	34366	289084
425	34532	289719
426	34628	289761
427	34714	289719
428	34801	289687
429	34882	289608
430	34963	289524
431	35045	289448
432	35122	289333
433	35203	289252
434	35289	289207
435	35400	289376
436	35487	289337
437	35558	289176
438	35668	289328
439	35760	289337
440	35852	289341
441	35947	289367
442	36062	289555
443	36146	289498
444	36206	289248
445	36277	289080
446	36313	288641
447	36386	288494
448	36470	288432
449	36552	288356
450	36644	288358
451	36735	288359
452	36816	288273
453	36896	288186
454	36978	288109
455	37062	288047
456	37132	287881
457	37211	287782
458	37289	287669
459	37367	287570
460	37451	287504
461	37549	287556
462	37636	287518
463	37727	287513
464	37804	287395
465	37889	287344
466	37970	287261
467	38050	287169
468	38127	287054
469	38186	286807
470	38269	286737
471	38368	286791
472	38459	286778
473	38531	286625
474	38601	286464
475	38677	286341
476	38752	286217
477	38847	286239
478	38919	286088
479	38995	285966
480	39064	285795
481	39134	285635
482	39216	285555
483	39291	285430
484	39368	285317
485	39445	285205
486	39523	285107
487	39602	285004
488	39675	284865
489	39748	284729
490	39826	284622
491	39918	284622
492	40018	284676
493	40113	284690
494	40184	284535
495	40259	284416
496	40352	284415
497	40404	284130
498	40485	284049
499	40568	283980
500	40646	283877
501	40722	283761
502	40802	283673
503	40879	283559
504	40960	283479
505	41049	283449
506	41135	283407
507	41210	283278
508	41288	283176
509	41367	283084
510	41442	282959
511	41521	282864
512	41603	282793
513	41675	282645
514	41735	282426
515	41805	282269
516	41881	282151
517	41956	282034
518	42037	281950
519	42119	281877
520	42209	281855
521	42304	281870
522	42381	281762
523	42455	281635
524	42538	281562
525	42614	281452
526	42690	281335
527	42765	281217
528	42840	281095
529	42920	281010
530	42998	280909
531	43077	280811
532	43158	280730
533	43229	280585
534	43300	280439
535	43379	280348
536	43467	280313
537	43540	280179
538	43627	280140
539	43726	280171
540	43806	280083
541	43887	280007
542	43964	279896
543	44040	279787
544	44114	279663
545	44193	279570
546	44267	279443
547	44337	279291
548	44415	279194
549	44492	279091
550	44585	279082
551	44663	278987
552	44748	278927
553	44845	278948
554	44947	278997
555	45055	279082
556	45149	279081
557	45226	278977
558	45304	278875
559	45376	278740
560	45447	278597
561	45523	278485
562	45589	278312
563	45664	278198
564	45776	278304
565	45861	278247
566	45960	278276
567	46033	278144
568	46101	277988
569	46185	277925
570	46263	277821
571	46336	277696
572	46405	277540
573	46518	277651
574	46603	277594
575	46684	277515
576	46764	277427
577	46869	277485
578	46953	277420
579	47020	277260
580	47105	277199
581	47180	277082
582	47262	277010
583	47332	276861
584	47414	276785
585	47499	276731
586	47580	276647
587	47659	276557
588	47730	276413
589	47797	276253
590	47890	276241
591	47993	276286
592	48080	276240
593	48171	276216
594	48282	276305
595	48365	276232
596	48444	276142
597	48515	276001
598	48593	275903
599	48672	275812
600	48746	275686
601	48813	275529
602	48885	275394
603	48967	275323
604	49048	275238
605	49138	275205
606	49221	275135
607	49293	275005
608	49369	274894
609	49444	274780
610	49515	274647
611	49597	274567
612	49674	274466
613	49747	274341
614	49826	274246
615	49902	274140
616	49984	274063
617	50062	273968
618	50132	273828
619	50200	273672
620	50282	273597
621	50375	273581
622	50451	273474
623	50543	273453
624	50615	273324
625	50693	273225
626	50774	273143
627	50847	273024
628	50931	272954
629	51010	272867
630	51087	272763
631	51161	272647
632	51236	272533
633	51306	272394
634	51380	272275
635	51459	272187
636	51548	272146
637	51631	272074
638	51710	271988
639	51788	271889
640	51862	271774
641	51938	271666
642	52012	271546
643	52090	271451
644	52161	271318
645	52237	271214
646	52310	271094
647	52388	270996
648	52459	270864
649	52537	270771
650	52638	270792
651	52715	270693
652	52797	270615
653	52887	270581
654	52960	270463
655	53040	270375
656	53114	270261
657	53186	270135
658	53260	270020
659	53338	269924
660	53422	269860
661	53504	269785
662	53574	269649
663	53655	269570
664	53745	269535
665	53848	269566
666	53913	269405
667	53979	269249
668	54052	269129
669	54133	269053
670	54213	268968
671	54290	268868
672	54365	268757
673	54439	268645
674	54520	268563
675	54598	268467
676	54679	268389
677	54749	268256
678	54820	268127
679	54904	268064
680	54998	268046
681	55068	267913
682	55139	267783
683	55202	267621
684	55283	267538
685	55364	267460
686	55433	267321
687	55513	267238
688	55585	267116
689	55660	267010
690	55735	266899
691	55808	266782
692	55879	266656
693	55953	266545
694	56048	266534
695	56152	266562
696	56225	266443
697	56294	266311
698	56372	266219
699	56444	266097
700	56521	265999
701	56599	265903
702	56672	265790
703	56754	265712
704	56828	265600
705	56897	265466
706	56979	265392
707	57062	265324
708	57139	265225
709	57226	265174
710	57305	265088
711	57368	264927
712	57499	265076
713	57649	265314
714	57852	265797
715	57973	265898
716	58126	266151
717	58240	266220
718	58364	266335
719	58496	266482
720	58602	266517
721	58728	266638
722	58867	266819
723	58995	266947
724	59124	267080
725	59209	267012
726	59288	266919
727	59381	266890
728	59478	266879
729	59625	267090
730	59730	267113
731	59849	267195
732	59963	267260
733	60073	267303
734	60205	267445
735	60317	267496
736	60439	267590
737	60553	267649
738	60664	267696
739	60794	267824
740	60930	267979
741	61051	268064
742	61169	268139
743	61276	268167
744	61396	268248
745	61515	268325
746	61638	268418
747	61746	268449
748	61867	268534
749	61992	268635
750	62164	268936
751	62275	268979
752	62379	268987
753	62553	269293
754	62676	269382
755	62779	269387
756	62876	269365
757	63027	269571
758	63148	269650
759	63367	270145
760	63507	270302
761	63703	270696
762	63971	271398
763	64069	271373
764	64184	271422
765	64283	271399
766	64379	271367
767	64475	271335
768	64581	271342
769	64693	271376
770	64799	271382
771	64895	271349
772	64976	271255
773	65081	271257
774	65201	271324
775	65313	271354
776	65425	271384
777	65538	271419
778	65661	271495
779	65780	271554
780	65886	271560
781	66011	271643
782	66131	271704
783	66260	271802
784	66374	271841
785	66490	271883
786	66593	271872
787	66713	271932
788	66824	271957
789	66996	272227
790	67105	272241
791	67220	272275
792	67329	272289
793	67441	272313
794	67553	272336
795	67669	272376
796	67791	272440
797	67909	272487
798	68037	272574
799	68182	272728
800	68306	272798
801	68466	273013
802	68589	273075
803	68692	273061
804	68806	273087
805	68920	273115
806	69025	273106
807	69138	273129
808	69288	273300
809	69406	273342
810	69519	273364
811	69648	273446
812	69761	273469
813	69871	273477
814	69988	273515
815	70106	273551
816	70230	273615
817	70334	273601
818	70466	273690
819	70588	273743
820	70700	273760
821	70815	273787
822	70914	273747
823	71028	273768
824	71133	273754
825	71257	273815
826	71376	273852
827	71493	273885
828	71612	273922
829	71745	274014
830	71847	273987
831	71956	273988
832	72071	274010
833	72185	274028
834	72309	274083
835	72428	274119
836	72545	274148
837	72663	274177
838	72781	274211
839	72916	274305
840	73038	274351
841	73150	274356
842	73253	274330
843	73362	274328
844	73473	274331
845	73588	274346
846	73718	274419
847	73832	274434
848	73945	274442
849	74064	274472
850	74192	274538
851	74289	274487
852	74401	274492
853	74508	274478
854	74628	274508
855	74745	274532
856	74865	274564
857	74985	274597
858	75098	274603
859	75212	274614
860	75355	274729
861	75485	274796
862	75605	274826
863	75710	274802
864	75828	274823
865	75946	274844
866	76068	274882
867	76182	274890
868	76284	274851
869	76407	274892
870	76539	274960
871	76768	275379
872	76880	275376
873	77004	275418
874	77137	275490
875	77250	275492
876	77366	275500
877	77474	275482
878	77589	275490
879	77705	275499
880	77831	275545
881	77952	275574
882	78069	275585
883	78195	275629
884	78322	275678
885	78461	275766
886	78591	275823
887	78701	275811
888	78805	275775
889	78915	275759
890	79029	275760
891	79151	275787
892	79263	275780
893	79370	275756
894	79482	275745
895	79596	275743
896	79711	275747
897	79829	275758
898	79950	275780
899	80069	275795
900	80188	275810
901	80324	275882
902	80453	275930
903	80602	276047
904	80710	276022
905	80816	275990
906	80936	276005
907	81051	276003
908	81174	276029
909	81317	276120
910	81444	276161
911	81568	276188
912	81674	276155
913	81786	276140
914	81908	276163
915	82017	276136
916	82134	276140
917	82238	276098
918	82238	276098
919	82614	276880
920	82978	277706
921	83251	278229
922	83483	278608
923	83694	278921
924	83969	279445
925	84500	280816
926	84714	281132
927	84925	281436
928	85148	281778
929	85508	282573
930	85734	282924
931	86022	283476
932	86225	283747
933	86455	284107
934	86670	284417
935	86826	284530
936	86955	284554
937	87073	284546
938	87236	284682
939	87350	284656
940	87466	284638
941	87596	284664
942	87749	284767
943	87891	284831
944	88007	284813
945	88131	284817
946	88242	284781
947	88403	284906
948	88528	284917
949	88644	284894
950	88762	284880
951	88897	284921
952	89001	284860
953	89118	284841
954	89240	284839
955	89368	284857
956	89498	284879
957	89633	284915
958	89745	284881
959	89846	284811
960	89966	284800
961	90098	284826
962	90216	284809
963	90349	284840
964	90440	284738
965	90533	284642
966	90653	284628
967	90752	284552
968	90861	284505
969	90958	284422
970	91078	284409
971	91185	284356
972	91284	284277
973	91376	284176
974	91480	284117
975	91563	283986
976	91650	283871
977	91753	283807
978	91866	283771
979	91986	283758
980	92083	283674
981	92167	283547
982	92253	283430
983	92401	283501
984	92491	283395
985	92584	283299
986	92682	283216
987	92775	283120
988	92857	282991
989	92959	282920
990	93068	282872
991	93184	282845
992	93292	282792
993	93384	282692
994	93495	282650
995	93586	282548
996	93673	282432
997	93765	282330
998	93853	282219
999	93943	282113
1000	94036	282016
1001	94139	281948
1002	94253	281914
1003	94391	281951
1004	94487	281863
1005	94581	281769
1006	94669	281655
1007	94760	281551
1008	94836	281406
1009	94928	281305
1010	95030	281234
1011	95154	281228
1012	95265	281183
1013	95352	281070
1014	95437	280947
1015	95515	280806
1016	95612	280721
1017	95721	280670
1018	95806	280549
1019	95883	280405
1020	95971	280292
1021	96062	280191
1022	96148	280072
1023	96232	279949
1024	96345	279910
1025	96445	279834
1026	96549	279766
1027	96646	279681
1028	96735	279572
1029	96868	279590
1030	96989	279573
1031	97074	279453
1032	97158	279331
1033	97245	279215
1034	97325	279079
1035	97412	278965
1036	97509	278881
1037	97617	278827
1038	97719	278755
1039	97814	278663
1040	97898	278540
1041	97992	278446
1042	98078	278327
1043	98180	278256
1044	98258	278117
1045	98353	278024
1046	98449	277935
1047	98549	277858
1048	98686	277884
1049	98808	277869
1050	98948	277904
1051	99038	277796
1052	99131	277699
1053	99233	277627
1054	99329	277538
1055	99431	277465
1056	99515	277342
1057	99604	277234
1058	99698	277138
1059	99787	277031
1060	99914	277026
1061	100011	276939
1062	100102	276837
1063	100189	276723
1064	100277	276612
1065	100361	276489
1066	100449	276378
1067	100537	276265
1068	100639	276191
1069	100722	276068
1070	100806	275944
1071	100919	275902
1072	101022	275831
1073	101151	275834
1074	101254	275762
1075	101336	275635
1076	101431	275541
1077	101536	275476
1078	101620	275356
1079	101705	275235
1080	101787	275109
1081	101870	274984
1082	101945	274839
1083	102070	274825
1084	102215	274868
1085	102295	274736
1086	102394	274655
1087	102494	274575
1088	102585	274472
1089	102674	274365
1090	102762	274253
1091	102863	274177
1092	102955	274076
1093	103048	273979
1094	103134	273862
1095	103220	273745
1096	103305	273628
1097	103389	273505
1098	103473	273385
1099	103567	273290
1100	103688	273266
1101	103778	273159
1102	103888	273108
1103	103999	273057
1104	104093	272963
1105	104184	272859
1106	104273	272752
1107	104362	272644
1108	104441	272508
1109	104541	272431
1110	104640	272347
1111	104725	272228
1112	104818	272133
1113	104925	272071
1114	105025	271991
1115	105132	271929
1116	105221	271822
1117	105319	271738
1118	105436	271701
1119	105528	271600
1120	105650	271577
1121	105736	271463
1122	105826	271356
1123	105917	271254
1124	106017	271173
1125	106097	271042
1126	106196	270960
1127	106306	270907
1128	106393	270794
1129	106499	270729
1130	106585	270613
1131	106678	270515
1132	106796	270482
1133	106894	270396
1134	106998	270326
1135	107096	270242
1136	107185	270133
1137	107298	270087
1138	107407	270029
1139	107513	269962
1140	107629	269924
1141	107727	269837
1142	107811	269716
1143	107955	269745
1144	108059	269676
1145	108149	269570
1146	108241	269470
1147	108330	269361
1148	108420	269256
1149	108514	269161
1150	108623	269103
1151	108733	269048
1152	108827	268950
1153	108925	268864
1154	109020	268773
1155	109148	268759
1156	109267	268726
1157	109410	268749
1158	109546	268757
1159	109771	268983
1160	109880	268922
1161	109970	268815
1162	110065	268721
1163	110162	268634
1164	110263	268553
1165	110383	268520
1166	110581	268677
1167	110676	268582
1168	110776	268499
1169	110865	268390
1170	110960	268295
1171	111044	268176
1172	111131	268061
1173	111233	267984
1174	111331	267898
1175	111432	267818
1176	111527	267722
1177	111643	267677
1178	111741	267591
1179	111831	267485
1180	111945	267436
1181	112041	267344
1182	112141	267260
1183	112254	267208
1184	112371	267167
1185	112456	267049
1186	112553	266957
1187	112647	266861
1188	112793	266887
1189	112905	266832
1190	112992	266719
1191	113088	266626
1192	113178	266520
1193	113288	266460
1194	113391	266383
1195	113491	266301
1196	113590	266214
1197	113719	266200
1198	113830	266142
1199	114002	266226
1200	114130	266208
1201	114250	266172
1202	114390	266182
1203	114524	266177
1204	114658	266170
1205	114787	266154
1206	114917	266139
1207	115037	266100
1208	115177	266110
1209	115300	266078
1210	115434	266070
1211	115566	266060
1212	115722	266103
1213	115862	266110
1214	115977	266061
1215	116124	266081
1216	116242	266037
1217	116367	266010
1218	116500	266000
1219	116637	265998
1220	116794	266041
1221	116922	266019
1222	117034	265960
1223	117175	265967
1224	117285	265904
1225	117418	265893
1226	117538	265851
1227	117652	265796
1228	117790	265796
1229	117915	265764
1230	118048	265751
1231	118169	265714
1232	118303	265702
1233	118415	265642
1234	118548	265630
1235	118668	265586
1236	118777	265519
1237	118892	265465
1238	119010	265419
1239	119139	265395
1240	119253	265338
1241	119382	265314
1242	119481	265226
1243	119583	265142
1244	119704	265102
1245	119817	265042
1246	119940	265004
1247	120059	264958
1248	120174	264902
1249	120303	264879
1250	120418	264823
1251	120556	264819
1252	120664	264748
1253	120783	264701
1254	120909	264670
1255	121019	264603
1256	121144	264569
1257	121250	264494
1258	121364	264436
1259	121478	264377
1260	121582	264297
1261	121708	264265
1262	121826	264215
1263	121950	264178
1264	122057	264102
1265	122174	264051
1266	122278	263971
1267	122383	263891
1268	122512	263866
1269	122612	263777
1270	122735	263736
1271	122833	263642
1272	122989	263673
1273	123110	263628
1274	123217	263554
1275	123321	263472
1276	123438	263420
1277	123560	263376
1278	123672	263312
1279	123778	263235
1280	123888	263165
1281	123991	263082
1282	124101	263013
1283	124235	262995
1284	124355	262947
1285	124507	262968
1286	124630	262925
1287	124735	262846
1288	124852	262791
1289	125023	262849
1290	125148	262811
1291	125261	262749
1292	125398	262735
1293	125513	262675
1294	125631	262621
1295	125737	262544
1296	125855	262490
1297	125978	262447
1298	126097	262394
1299	126214	262339
1300	126310	262240
1301	126417	262163
1302	126554	262149
1303	126673	262095
1304	126787	262033
1305	126924	262019
1306	127060	262001
1307	127184	261959
1308	127304	261908
1309	127418	261845
1310	127525	261767
1311	127650	261727
1312	127785	261706
1313	127900	261644
1314	128017	261587
1315	128131	261524
1316	128248	261468
1317	128376	261431
1318	128498	261383
1319	128613	261323
1320	128735	261274
1321	128852	261217
1322	128991	261202
1323	129120	261168
1324	129246	261129
1325	129350	261044
1326	129476	261004
1327	129592	260942
1328	129693	260851
1329	129814	260801
1330	129937	260754
1331	130073	260734
1332	130216	260725
1333	130325	260650
1334	130439	260585
1335	130564	260541
1336	130698	260516
1337	130812	260451
1338	130929	260391
1339	131045	260329
1340	131170	260284
1341	131295	260241
1342	131430	260217
1343	131567	260195
1344	131699	260164
1345	131827	260126
1346	131954	260086
1347	132087	260055
1348	132214	260014
1349	132339	259970
1350	132471	259939
1351	132586	259874
1352	132720	259845
1353	132836	259782
1354	132975	259763
1355	133099	259715
1356	133211	259643
1357	133325	259577
1358	133436	259502
1359	133553	259441
1360	133675	259389
1361	133792	259326
1362	133921	259288
1363	134036	259221
1364	134152	259157
1365	134285	259126
1366	134402	259064
1367	134529	259020
1368	134639	258945
1369	134765	258899
1370	134886	258843
1371	134992	258759
1372	135122	258722
1373	135251	258682
1374	135371	258624
1375	135482	258550
1376	135608	258502
1377	135715	258421
1378	135840	258373
1379	135954	258303
1380	136066	258230
1381	136184	258168
1382	136295	258093
1383	136420	258045
1384	136527	257962
1385	136649	257906
1386	136771	257853
1387	136892	257795
1388	137009	257731
1389	137129	257673
1390	137252	257619
1391	137372	257560
1392	137486	257490
1393	137611	257441
1394	137736	257390
1395	137857	257334
1396	137965	257251
1397	138087	257196
1398	138207	257137
1399	138324	257072
1400	138440	257005
1401	138557	256939
1402	138678	256881
1403	138798	256821
1404	138917	256759
1405	139057	256737
1406	139190	256700
1407	139351	256715
1408	139473	256658
1409	139579	256572
1410	139724	256557
1411	139834	256478
1412	139949	256408
1413	140114	256430
1414	140229	256359
1415	140359	256316
1416	140469	256237
1417	140583	256164
