iter	Logloss
0	0.6574874927
1	0.6239810655
2	0.5919793136
3	0.562448606
4	0.5338202127
5	0.5078152517
6	0.4834690893
7	0.4600780127
8	0.4387164202
9	0.418150982
10	0.398440621
11	0.380883168
12	0.3644227937
13	0.3487087395
14	0.3342545884
15	0.3203888626
16	0.3068218841
17	0.2947062058
18	0.283747662
19	0.2727493467
20	0.2628082764
21	0.2530832662
22	0.2434435506
23	0.2347481198
24	0.2273513126
25	0.2160101641
26	0.2083189639
27	0.2017398117
28	0.1952268589
29	0.1900883853
30	0.1847909076
31	0.1798976668
32	0.175066909
33	0.1711538688
34	0.1646732294
35	0.1590417077
36	0.1557017427
37	0.1487572398
38	0.1426196365
39	0.139536917
40	0.134094244
41	0.1287145998
42	0.1262648575
43	0.1230051878
44	0.1206308359
45	0.1184312593
46	0.1164570253
47	0.112361322
48	0.1087027678
49	0.105064383
50	0.1017872708
51	0.0989412289
52	0.09675351297
53	0.09513853689
54	0.09279253263
55	0.09039774902
56	0.0879986615
57	0.08562382808
58	0.0837910522
59	0.08205006828
60	0.08022185885
61	0.0783789961
62	0.07684262061
63	0.07527174808
64	0.07434493139
65	0.07290277283
66	0.07137120865
67	0.06994046978
68	0.06852807417
69	0.06737704141
70	0.06621462173
71	0.06507195446
72	0.0640961436
73	0.06317016241
74	0.06206644169
75	0.06111242929
76	0.06011368422
77	0.05936993619
78	0.05870993563
79	0.05822604284
80	0.05746082252
81	0.05683910057
82	0.05626756355
83	0.05588132786
84	0.05530316181
85	0.05468691544
86	0.05436964965
87	0.05393587621
88	0.05358887852
89	0.05303606145
90	0.05251762019
91	0.05231263381
92	0.05199855785
93	0.05171557333
94	0.05140545495
95	0.05117069325
96	0.05096581131
97	0.05075387975
98	0.05050024117
99	0.05020905626
100	0.04975347928
101	0.04930417154
102	0.04891247129
103	0.04864303596
104	0.04846677633
105	0.04827738516
106	0.04817415669
107	0.04803688756
108	0.04789183843
109	0.04772998086
110	0.04750392298
111	0.04737565948
112	0.04719900733
113	0.04706052174
114	0.04692434059
115	0.04683748758
116	0.04672896562
117	0.04641393532
118	0.04632989228
119	0.04615787872
120	0.04606186008
121	0.04573102903
122	0.04560434031
123	0.04551907392
124	0.04539779098
125	0.04525891252
126	0.04518540766
127	0.04510200473
128	0.04493709306
129	0.04483973248
130	0.04477735826
131	0.04465021419
132	0.04458617238
133	0.04446847086
134	0.0443282559
135	0.04422432807
136	0.04409409414
137	0.0440674562
138	0.04400964377
139	0.04389205886
140	0.04377510821
141	0.04365268248
142	0.04359161116
143	0.04351441509
144	0.04331920613
145	0.04319097771
146	0.04310367676
147	0.04303118351
148	0.04293350243
149	0.04285051579
150	0.04260561211
151	0.04259946515
152	0.04253842613
153	0.04247819337
154	0.04233732779
155	0.0422327497
156	0.04214190952
157	0.04206728247
158	0.04199842667
159	0.0419300043
160	0.04188375755
161	0.04177056662
162	0.04175019484
163	0.04170418753
164	0.04146124299
165	0.04132411191
166	0.04124065642
167	0.04114485304
168	0.04111936097
169	0.04106492746
170	0.04101945751
171	0.04093453886
172	0.04089393724
173	0.04085621007
174	0.0408314849
175	0.04075704685
176	0.04070495164
177	0.04066308801
178	0.04062005934
179	0.04061449655
180	0.04057643436
181	0.04055738096
182	0.04054459749
183	0.04045387972
184	0.0404009969
185	0.04033976574
186	0.04020295427
187	0.0400925395
188	0.04008851213
189	0.04001030633
190	0.03981220916
191	0.03970244842
192	0.03962570542
193	0.03943735757
194	0.0394072754
195	0.03940589901
196	0.03934133311
197	0.03929625537
198	0.03924882997
199	0.0391935088
200	0.03912726715
201	0.03905926257
202	0.03905066165
203	0.03903911088
204	0.03897493969
205	0.03894475333
206	0.03879465256
207	0.03873898085
208	0.03870734376
209	0.03855924315
210	0.03849832589
211	0.03844556616
212	0.03840867462
213	0.03836875646
214	0.03831353847
215	0.0382961551
216	0.03824738539
217	0.03820064543
218	0.03811991335
219	0.03809055218
220	0.03807569386
221	0.03804452723
222	0.03785369714
223	0.03780502298
224	0.0377651125
225	0.03771795528
226	0.03769208842
227	0.0375941566
